"Id","SalePrice"
1461,118773.854029131
1462,160572.944484268
1463,181279.399129561
1464,193252.505161948
1465,186971.941041113
1466,173280.490516616
1467,174900.724026718
1468,165036.623910289
1469,191867.318820965
1470,123953.420490723
1471,203118.772492095
1472,96957.499065812
1473,94440.716425504
1474,153237.017339459
1475,125471.488915322
1476,367521.130766181
1477,252700.552493787
1478,292998.861873558
1479,268911.385974225
1480,514064.756908533
1481,309394.994435854
1482,208657.478054406
1483,162711.492176704
1484,165308.977757732
1485,172988.899064277
1486,195924.357479525
1487,301108.16708303
1488,237862.925714812
1489,198237.254745862
1490,215049.719659938
1491,191740.739170803
1492,87822.2348673808
1493,186366.312253305
1494,301016.290182915
1495,285122.091860461
1496,239534.257023066
1497,176859.988012323
1498,161104.125190187
1499,156563.196542594
1500,145459.415753407
1501,171264.324920081
1502,148902.780061624
1503,290570.989418114
1504,247829.425211972
1505,226692.197730959
1506,181554.316094645
1507,246961.658002814
1508,191933.93471475
1509,159857.720479652
1510,145132.264137139
1511,147670.196452995
1512,169194.794718992
1513,134651.958943607
1514,153538.650804208
1515,193824.865224902
1516,157218.843294709
1517,164532.798367497
1518,137217.407255642
1519,224065.256415515
1520,139345.572150962
1521,139904.697247414
1522,171894.958459902
1523,110244.982423124
1524,123566.411410113
1525,126779.309404754
1526,117342.526790914
1527,101117.289827182
1528,139281.533749035
1529,147961.859873715
1530,169774.572405197
1531,106753.587978404
1532,98801.0069273454
1533,138030.620517181
1534,119000.953827008
1535,154006.901168823
1536,110440.396318356
1537,56661.9164983573
1538,155616.457102475
1539,189458.101657623
1540,97633.6445989779
1541,145154.964974025
1542,137493.932487161
1543,218056.20405433
1544,75312.8012860067
1545,103579.207455468
1546,126721.891979313
1547,128032.733013527
1548,128522.68471893
1549,114383.505438969
1550,137683.669210583
1551,119435.724815763
1552,140421.464612928
1553,138933.160619395
1554,116834.232240467
1555,164399.478312553
1556,87904.9387951834
1557,101235.392690149
1558,98822.8693098051
1559,82833.734838464
1560,139284.721686834
1561,127491.505210875
1562,127495.882359481
1563,121496.373576932
1564,154790.247969387
1565,147586.145305883
1566,240462.135857255
1567,69259.1022366049
1568,217228.041839331
1569,131088.692806871
1570,138515.364589191
1571,128190.096410555
1572,150199.644237763
1573,256409.413107466
1574,109473.564322601
1575,223449.834782075
1576,224795.10932949
1577,190899.066951131
1578,148249.009545694
1579,147151.730387907
1580,200498.279291272
1581,146094.196489373
1582,127052.48852899
1583,321532.786538836
1584,226895.940710808
1585,140946.323808448
1586,68906.237042169
1587,93965.3791411456
1588,150298.226757212
1589,92419.3423017786
1590,134846.51833831
1591,97097.1305209995
1592,123238.6565739
1593,125278.03005245
1594,126294.91975853
1595,107249.114896767
1596,225969.546139194
1597,172781.814425578
1598,192333.382370196
1599,180549.927769605
1600,181202.483181071
1601,60887.7649145936
1602,105149.355780784
1603,91839.195937757
1604,272246.305650581
1605,254220.233199904
1606,171236.561004791
1607,166457.49487497
1608,212295.344562712
1609,191406.583003495
1610,146827.073599442
1611,143375.364598534
1612,163065.98432031
1613,162534.535198565
1614,125204.216602613
1615,86437.2631747524
1616,75367.5509767165
1617,91580.3981878301
1618,126090.570970455
1619,144144.907021286
1620,161269.373813594
1621,137727.400845466
1622,137095.237764109
1623,285761.532908975
1624,209139.99196971
1625,124007.927831982
1626,162468.051649536
1627,185350.504256353
1628,285954.817361842
1629,178164.522239243
1630,336478.251834365
1631,216103.571440274
1632,233158.598705481
1633,166638.563996192
1634,183054.537366808
1635,179774.865858407
1636,158277.186344305
1637,186947.335833605
1638,197043.961280989
1639,180399.328013134
1640,254331.539037407
1641,175325.239733673
1642,230515.412726612
1643,229732.149537336
1644,238500.756649674
1645,187829.792632264
1646,160834.55760764
1647,167688.337886501
1648,135327.82359118
1649,137760.241531438
1650,111754.70164455
1651,121413.672005542
1652,97249.0190222852
1653,99759.0747612307
1654,147686.674397299
1655,148683.402470084
1656,145510.612776522
1657,148176.922628566
1658,143778.473359188
1659,129691.884084312
1660,149326.840945373
1661,466586.99580449
1662,398775.708482588
1663,379124.586884239
1664,498546.665830657
1665,302582.017143588
1666,334868.036953815
1667,391148.475169656
1668,327347.376274819
1669,301228.79807305
1670,341995.139374632
1671,251476.625486583
1672,469133.821803648
1673,304121.082297413
1674,247883.554942198
1675,175770.732421142
1676,181668.626900186
1677,219308.135702961
1678,483038.90499143
1679,412113.969026151
1680,338178.440026934
1681,250092.332047157
1682,311709.518753778
1683,174546.470028887
1684,182858.420859438
1685,171420.21301338
1686,174721.507705635
1687,163896.816331764
1688,191400.194226143
1689,200823.791554001
1690,201025.947353287
1691,185294.125111753
1692,286116.578802541
1693,160655.658298845
1694,180816.323397151
1695,168257.658053368
1696,277557.113473326
1697,173116.967101257
1698,356448.512563057
1699,312640.169311968
1700,237181.105059577
1701,266612.669458292
1702,245632.434749098
1703,250218.056634257
1704,289372.748831803
1705,240096.644416126
1706,448853.138249731
1707,216370.213311168
1708,197011.078766108
1709,273027.105007532
1710,223990.692662012
1711,266588.51569521
1712,249993.371378492
1713,270790.805861198
1714,220866.785387032
1715,206558.796115468
1716,181215.098615461
1717,180052.48070522
1718,128874.078645408
1719,200571.908680384
1720,246830.743043598
1721,172336.336789013
1722,122027.394899262
1723,156969.248963163
1724,205239.257308687
1725,236605.914915879
1726,180868.062763257
1727,151036.348083178
1728,190080.666064009
1729,163887.907235409
1730,164032.231666191
1731,120968.009168817
1732,128215.894094182
1733,117842.580584575
1734,125216.874071213
1735,137296.208025382
1736,116499.111301445
1737,336717.721445955
1738,223027.872734103
1739,245651.410002873
1740,195059.298007824
1741,181266.260611167
1742,169114.941987021
1743,177160.300981078
1744,312577.5626324
1745,201006.585244217
1746,184819.736266986
1747,217158.859813457
1748,218683.880879706
1749,153771.791186691
1750,130799.600193632
1751,234949.414185439
1752,121891.429039062
1753,145357.352987806
1754,195397.408551018
1755,170124.657700594
1756,127525.553661374
1757,119732.467883538
1758,139340.389525905
1759,165434.831080101
1760,162192.025506418
1761,141021.617370053
1762,180934.828413671
1763,178469.092746843
1764,118746.558716622
1765,167604.08118926
1766,177149.319361569
1767,211372.112858149
1768,144884.309010876
1769,180274.984371127
1770,152302.838295873
1771,121278.505630301
1772,135380.747991955
1773,130623.211823657
1774,138856.201192952
1775,138156.522163849
1776,120188.707820071
1777,116361.425986986
1778,140809.41953071
1779,112982.348490201
1780,194908.863405595
1781,128199.387869065
1782,92939.137893393
1783,137145.84511058
1784,102864.437464533
1785,118925.054467233
1786,152061.19343353
1787,163272.946295184
1788,51570.15904338
1789,94102.5861417977
1790,76180.5103310177
1791,182002.618247133
1792,150823.895363604
1793,140042.858762148
1794,150842.451461918
1795,136912.18744367
1796,123575.014183809
1797,101274.308042203
1798,123233.250333572
1799,109852.781727104
1800,122656.852660808
1801,128509.080304042
1802,135484.203924541
1803,150022.415850304
1804,141002.521268471
1805,141209.219283673
1806,123081.971853859
1807,131024.700280533
1808,122506.515416855
1809,115994.69142983
1810,143108.163356949
1811,87372.5433714344
1812,95411.2637910803
1813,122089.438217653
1814,93382.9192289487
1815,47741.7007245405
1816,99010.0280619076
1817,103149.909050662
1818,147957.90891855
1819,127205.250328045
1820,69937.1065145247
1821,117566.104999587
1822,152348.162197742
1823,49782.7573672927
1824,131886.964889623
1825,129991.172676788
1826,101124.233238844
1827,101204.985395581
1828,133398.727024486
1829,106241.402087965
1830,142594.154985562
1831,153664.628704507
1832,84987.4457248545
1833,140680.295324788
1834,123238.539044415
1835,122651.354973584
1836,129343.070898277
1837,77760.048017305
1838,127450.294431053
1839,90477.2069415072
1840,153799.65687071
1841,143909.480542732
1842,78860.3259221627
1843,128853.678213037
1844,133290.634742625
1845,137701.659222724
1846,151446.841279881
1847,161549.376006409
1848,50479.3668183568
1849,113028.258618462
1850,120221.493863836
1851,155042.439646938
1852,127504.637107536
1853,134151.690278474
1854,176007.750491906
1855,140711.290434369
1856,225713.029735027
1857,158526.743831983
1858,135961.820614644
1859,121614.384447022
1860,146464.995513935
1861,120925.10134136
1862,284599.681151821
1863,273770.455458297
1864,273770.455458297
1865,340370.533543798
1866,334576.273619005
1867,237924.635221728
1868,311487.834676492
1869,207967.127912547
1870,231605.955713928
1871,251723.528389561
1872,171771.562121021
1873,236732.309855098
1874,142540.041879316
1875,204832.344160489
1876,190555.473624433
1877,211865.551397773
1878,208564.768721083
1879,132375.127015955
1880,137478.854004336
1881,235932.422420385
1882,255673.698503234
1883,191421.369277508
1884,203233.868327873
1885,265754.14180037
1886,305773.51981725
1887,209521.091569418
1888,275762.720411584
1889,161650.628751169
1890,119571.232037581
1891,137471.380934483
1892,104976.71824946
1893,128959.40218379
1894,127407.152878638
1895,142932.077930211
1896,126540.020386572
1897,112519.549986139
1898,115124.946379702
1899,144010.938701709
1900,140566.302826706
1901,161972.994285438
1902,135984.254215469
1903,220813.711749669
1904,129296.945788978
1905,181926.956925259
1906,165079.754731151
1907,183777.301953577
1908,111514.521070063
1909,132763.133579568
1910,121306.151567657
1911,194585.701142297
1912,278369.33759159
1913,136254.00620293
1914,69553.5194344719
1915,329616.972264904
1916,60619.8538053982
1917,274219.633558907
1918,142250.247783143
1919,165466.861683234
1920,145232.506792798
1921,450938.767054187
1922,322940.258125015
1923,207269.968887323
1924,231904.994710106
1925,201354.812628214
1926,409072.250837588
1927,137069.222135601
1928,159624.029780316
1929,122250.688659445
1930,128751.970055648
1931,146316.311934667
1932,140432.178329161
1933,172136.599696126
1934,179316.830500545
1935,167371.994930981
1936,180719.95519163
1937,181356.866592374
1938,167175.460574974
1939,244581.952911813
1940,181095.719206598
1941,172738.483356661
1942,183665.517728244
1943,208238.425801945
1944,359196.211826259
1945,383550.057035185
1946,145523.935280849
1947,310195.055147585
1948,172334.857620717
1949,247356.706813321
1950,189627.294881385
1951,260282.896915864
1952,209310.592493608
1953,171717.348202158
1954,190857.926833361
1955,138822.304891108
1956,294287.323273833
1957,153245.639736292
1958,322863.272345323
1959,141708.369556316
1960,113063.943451161
1961,118959.991655229
1962,96183.3381167817
1963,103525.682080278
1964,106893.462130534
1965,144548.66301458
1966,146282.687114692
1967,282829.339262388
1968,454108.130670714
1969,403208.628823528
1970,450286.85482754
1971,447354.440468745
1972,378955.775313454
1973,265506.643407503
1974,331855.777869957
1975,473330.76058245
1976,281683.707363467
1977,365230.450967723
1978,357509.668842016
1979,326470.071628231
